pct,chemical,chemical_code,total_items,total_tabs_caps
04F,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,85093,8649222
03W,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,69594,8648454
06V,Paracetamol,0407010H0,63918,8646937
06Q,Ramipril,0205051R0,276064,8632520
99A,Levothyroxine Sodium,0602010V0,248115,8629157
00P,Codeine Phosphate,0407020C0,107858,8625733
05T,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,76059,8617082
14L,Gabapentin,0408010G0,93181,8607890
15E,Citalopram Hydrobromide,0403030D0,235553,8599203
07J,Paracetamol,0407010H0,69445,8592033
13T,Lisinopril,0205051L0,260346,8576108
11N,Gabapentin,0408010G0,73678,8568140
14Y,Ramipril,0205051R0,233311,8564777
05A,Amlodipine,0206020A0,272151,8544316
11J,Sertraline Hydrochloride,0403030Q0,229459,8528033
15N,Lisinopril,0205051L0,216382,8519632
10X,Metformin Hydrochloride,0601022B0,75303,8515541
11M,Amitriptyline Hydrochloride,0403010B0,184594,8508445
03K,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,70582,8498181
15N,Clopidogrel,0209000C0,294214,8487115
11N,Aspirin,0209000A0,288126,8484885
15E,Pregabalin,0408010AE,146841,8480224
01H,Lansoprazole,0103050L0,256638,8470776
13T,Amlodipine,0206020A0,292902,8461724
05Q,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,69305,8453505
02Y,Levothyroxine Sodium,0602010V0,270043,8449200
14L,Ramipril,0205051R0,267195,8433614
04G,Lansoprazole,0103050L0,285110,8420474
00D,Gabapentin,0408010G0,93958,8409724
10V,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,64265,8408929
02P,Atorvastatin,0212000B0,324536,8402596
01A,Ramipril,0205051R0,258573,8395036
01F,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,69739,8380385
04H,Paracetamol,0407010H0,55975,8354051
03L,Lansoprazole,0103050L0,259492,8338442
03T,Atorvastatin,0212000B0,318751,8333341
04D,Paracetamol,0407010H0,65716,8321845
02X,Ramipril,0205051R0,252007,8317097
05L,Ramipril,0205051R0,206724,8312401
02P,Omeprazole,0103050P0,255886,8312399
03A,Metformin Hydrochloride,0601022B0,98108,8298740
06Q,Amlodipine,0206020A0,275184,8295907
09Y,Levothyroxine Sodium,0602010V0,160646,8289200
00M,Atorvastatin,0212000B0,285938,8287211
11E,Paracetamol,0407010H0,74677,8270916
07P,Atorvastatin,0212000B0,235138,8257137
15A,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,71652,8238830
11A,Amitriptyline Hydrochloride,0403010B0,133526,8236670
03Q,Levothyroxine Sodium,0602010V0,249444,8225567
03F,Lansoprazole,0103050L0,298065,8222004
04G,Simvastatin,0212000Y0,305913,8218659
09Y,Paracetamol,0407010H0,58391,8216212
15E,Losartan Potassium,0205052N0,193786,8203008
00D,Lansoprazole,0103050L0,314968,8200654
99J,Amlodipine,0206020A0,268234,8193482
00D,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,74009,8186769
07W,Amlodipine,0206020A0,230869,8168726
04G,Amitriptyline Hydrochloride,0403010B0,184494,8166444
08N,Atorvastatin,0212000B0,212886,8154668
03T,Omeprazole,0103050P0,250272,8136105
01T,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,67722,8134575
08F,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,72211,8131928
00D,Codeine Phosphate,0407020C0,95295,8121541
00T,Atorvastatin,0212000B0,235158,8115920
01K,Levothyroxine Sodium,0602010V0,226294,8103282
04K,Atorvastatin,0212000B0,231321,8086630
03J,Paracetamol,0407010H0,69603,8086002
10Q,Amitriptyline Hydrochloride,0403010B0,148455,8085621
01Y,Atorvastatin,0212000B0,234656,8085560
11A,Bisoprolol Fumarate,0204000H0,212907,8080438
07V,Amlodipine,0206020A0,200523,8076564
04C,Lansoprazole,0103050L0,255312,8071871
00M,Lansoprazole,0103050L0,261297,8071163
04L,Paracetamol,0407010H0,51039,8065801
07M,Paracetamol,0407010H0,69665,8058438
09F,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,68830,8055626
06H,Tramadol Hydrochloride,040702040,84454,8048922
07J,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,67425,8048175
14L,Levothyroxine Sodium,0602010V0,228898,8038407
07V,Levothyroxine Sodium,0602010V0,196131,8034860
06M,Paracetamol,0407010H0,57150,8034719
08V,Paracetamol,0407010H0,81284,8030477
00J,Atorvastatin,0212000B0,305554,8017381
03F,Atorvastatin,0212000B0,301220,8017154
15D,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,75050,8009716
03N,Simvastatin,0212000Y0,299704,8005897
00M,Levothyroxine Sodium,0602010V0,250663,8002323
07M,Levothyroxine Sodium,0602010V0,184562,8001181
00T,Omeprazole,0103050P0,201467,7989170
09E,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,65244,7986369
11M,Simvastatin,0212000Y0,255835,7981832
01X,Metformin Hydrochloride,0601022B0,83331,7973048
14Y,Lansoprazole,0103050L0,218480,7970518
09P,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,70196,7962490
07Q,Atorvastatin,0212000B0,163681,7957139
05L,Gabapentin,0408010G0,74238,7955304
00Y,Atorvastatin,0212000B0,242146,7954951
99A,Ramipril,0205051R0,235786,7949848
15F,Tramadol Hydrochloride,040702040,86479,7949647
05C,Lansoprazole,0103050L0,193005,7934783
06Q,Paracetamol,0407010H0,63093,7931508
12D,Paracetamol,0407010H0,66779,7930246
06T,Omeprazole,0103050P0,233248,7920873
15F,Gabapentin,0408010G0,84991,7918142
07X,Atorvastatin,0212000B0,260329,7913844
15E,Furosemide,0202020L0,190902,7911657
10V,Paracetamol,0407010H0,51650,7905935
07K,Metformin Hydrochloride,0601022B0,103872,7896228
04V,Levothyroxine Sodium,0602010V0,236583,7896158
09Y,Atorvastatin,0212000B0,175237,7890417
12F,Levothyroxine Sodium,0602010V0,204532,7889991
01K,Ramipril,0205051R0,235173,7886455
06N,Bisoprolol Fumarate,0204000H0,247926,7882280
01W,Lansoprazole,0103050L0,233847,7875983
15E,Apixaban,0208020Z0,122084,7869072
06L,Amlodipine,0206020A0,235387,7861753
00Y,Paracetamol,0407010H0,61999,7859070
11X,Gabapentin,0408010G0,64110,7856702
03W,Lansoprazole,0103050L0,227888,7852203
02F,Metformin Hydrochloride,0601022B0,81529,7841970
05X,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,61993,7830483
11A,Simvastatin,0212000Y0,195233,7829531
01G,Omeprazole,0103050P0,240236,7822175
99H,Metformin Hydrochloride,0601022B0,69352,7820864
03D,Paracetamol,0407010H0,56179,7818496
00P,Levothyroxine Sodium,0602010V0,294457,7818255
04C,Amlodipine,0206020A0,244275,7812199
10Q,Gabapentin,0408010G0,73118,7804871
06K,Bisoprolol Fumarate,0204000H0,299840,7803674
09W,Atorvastatin,0212000B0,221039,7800380
00D,Omeprazole,0103050P0,238908,7795560
06F,Ramipril,0205051R0,223760,7788067
05C,Levothyroxine Sodium,0602010V0,162925,7787856
07Y,Atorvastatin,0212000B0,237977,7786028
05R,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,68652,7783444
15A,Ramipril,0205051R0,214632,7779882
11X,Aspirin,0209000A0,219707,7773831
01D,Paracetamol,0407010H0,60451,7772568
06H,Codeine Phosphate,0407020C0,101390,7769401
03J,Metformin Hydrochloride,0601022B0,96465,7767263
05R,Omeprazole,0103050P0,212694,7766369
15C,Lansoprazole,0103050L0,262959,7758685
10L,Paracetamol,0407010H0,55160,7747325
05T,Omeprazole,0103050P0,219597,7735606
05T,Levothyroxine Sodium,0602010V0,230925,7718705
05A,Ramipril,0205051R0,242188,7706865
04V,Amlodipine,0206020A0,245600,7699552
10A,Metformin Hydrochloride,0601022B0,68299,7693395
09G,Simvastatin,0212000Y0,210697,7686906
03N,Amitriptyline Hydrochloride,0403010B0,177095,7685849
15C,Citalopram Hydrobromide,0403030D0,216168,7680718
02H,Levothyroxine Sodium,0602010V0,180793,7679564
03R,Levothyroxine Sodium,0602010V0,208971,7663466
15N,Propranolol Hydrochloride,0204000R0,123841,7655037
04G,Aspirin,0209000A0,286379,7647519
03Q,Atorvastatin,0212000B0,244198,7644863
10V,Metformin Hydrochloride,0601022B0,67245,7615258
08F,Atorvastatin,0212000B0,201998,7599830
10V,Omeprazole,0103050P0,158782,7581920
07P,Amlodipine,0206020A0,198578,7580721
00J,Codeine Phosphate,0407020C0,89372,7569959
15M,Furosemide,0202020L0,203466,7567065
15A,Amlodipine,0206020A0,209832,7523666
11M,Aspirin,0209000A0,267011,7485157
07W,Paracetamol,0407010H0,73188,7478070
05G,Omeprazole,0103050P0,193980,7474747
02F,Lansoprazole,0103050L0,198717,7461965
00K,Codeine Phosphate,0407020C0,78937,7451306
11N,Ramipril,0205051R0,238220,7443902
01W,Atorvastatin,0212000B0,231432,7435945
99H,Atorvastatin,0212000B0,175973,7434077
08H,Metformin Hydrochloride,0601022B0,56659,7429356
12D,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,62832,7427618
05Q,Metformin Hydrochloride,0601022B0,84481,7415452
15D,Amlodipine,0206020A0,184370,7408408
99A,Tramadol Hydrochloride,040702040,85201,7374390
99M,Metformin Hydrochloride,0601022B0,67220,7362407
08R,Metformin Hydrochloride,0601022B0,80988,7353218
07H,Atorvastatin,0212000B0,246936,7352932
00Q,Metformin Hydrochloride,0601022B0,85263,7346398
09G,Lansoprazole,0103050L0,199817,7336161
04G,Tramadol Hydrochloride,040702040,69317,7332403
03E,Paracetamol,0407010H0,51315,7315904
01A,Amlodipine,0206020A0,229532,7315773
07Q,Ramipril,0205051R0,132130,7315687
15M,Ranitidine Hydrochloride,0103010T0,127510,7311161
15M,Prednisolone,0603020T0,139874,7311119
03R,Tramadol Hydrochloride,040702040,66465,7310141
00K,Lansoprazole,0103050L0,217463,7309404
06A,Atorvastatin,0212000B0,228068,7307875
02Y,Ramipril,0205051R0,218719,7301316
05T,Atorvastatin,0212000B0,235443,7293918
08V,Atorvastatin,0212000B0,319188,7290401
15M,Doxazosin Mesilate,0205040D0,127067,7289062
00Q,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,69300,7286957
15M,Fluoxetine Hydrochloride,0403030E0,145368,7281662
99C,Metformin Hydrochloride,0601022B0,94416,7281639
04Y,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,62345,7279953
99N,Bisoprolol Fumarate,0204000H0,224761,7272991
14Y,Bisoprolol Fumarate,0204000H0,202054,7272287
05H,Metformin Hydrochloride,0601022B0,94211,7265516
11J,Candesartan Cilexetil,0205052C0,189639,7253357
00Y,Omeprazole,0103050P0,188541,7248316
15M,Propranolol Hydrochloride,0204000R0,109716,7247644
05R,Metformin Hydrochloride,0601022B0,90838,7247440
01R,Paracetamol,0407010H0,50969,7243250
01G,Atorvastatin,0212000B0,270239,7220410
07W,Levothyroxine Sodium,0602010V0,187461,7213874
07V,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,71481,7213367
11J,Citalopram Hydrobromide,0403030D0,194506,7198999
00L,Gabapentin,0408010G0,78041,7188018
04E,Metformin Hydrochloride,0601022B0,98959,7187709
02E,Metformin Hydrochloride,0601022B0,72709,7183754
02T,Metformin Hydrochloride,0601022B0,93037,7170582
07V,Paracetamol,0407010H0,65287,7170413
03Q,Lansoprazole,0103050L0,210427,7169784
12F,Ramipril,0205051R0,193410,7163132
00J,Omeprazole,0103050P0,213608,7161163
10K,Metformin Hydrochloride,0601022B0,56808,7151614
01D,Atorvastatin,0212000B0,193038,7148012
11J,Apixaban,0208020Z0,117242,7145167
10Q,Bisoprolol Fumarate,0204000H0,235499,7140784
03N,Aspirin,0209000A0,282942,7130397
05N,Levothyroxine Sodium,0602010V0,191473,7121181
01X,Paracetamol,0407010H0,65817,7116384
10K,Omeprazole,0103050P0,139301,7114994
07Q,Omeprazole,0103050P0,132638,7114422
14Y,Simvastatin,0212000Y0,195482,7114326
09G,Aspirin,0209000A0,206749,7112290
00D,Levothyroxine Sodium,0602010V0,255358,7109819
10X,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,56870,7107632
03T,Ramipril,0205051R0,249360,7107447
03R,Omeprazole,0103050P0,170630,7106106
15N,Fluoxetine Hydrochloride,0403030E0,154792,7103549
00R,Metformin Hydrochloride,0601022B0,90665,7103433
01A,Lansoprazole,0103050L0,211213,7087543
00K,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,57652,7083368
02E,Omeprazole,0103050P0,164849,7079484
02H,Amlodipine,0206020A0,180462,7078021
02A,Paracetamol,0407010H0,61665,7063671
99N,Amitriptyline Hydrochloride,0403010B0,132855,7058205
01T,Paracetamol,0407010H0,53720,7046630
04D,Metformin Hydrochloride,0601022B0,103408,7041635
04V,Ramipril,0205051R0,224416,7036544
15D,Paracetamol,0407010H0,56644,7027956
03J,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,62215,7026343
99E,Levothyroxine Sodium,0602010V0,161922,7025428
11N,Tramadol Hydrochloride,040702040,77284,7024028
05X,Metformin Hydrochloride,0601022B0,58489,7016632
00V,Metformin Hydrochloride,0601022B0,73710,7011569
08M,Amlodipine,0206020A0,259922,7006270
06M,Levothyroxine Sodium,0602010V0,169229,7002110
11J,Prednisolone,0603020T0,124242,6995600
02A,Metformin Hydrochloride,0601022B0,88725,6987734
01C,Paracetamol,0407010H0,54765,6986583
03W,Amlodipine,0206020A0,203410,6984940
15D,Lansoprazole,0103050L0,196038,6983950
05C,Ramipril,0205051R0,150213,6976447
06W,Paracetamol,0407010H0,53267,6975040
09J,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,64519,6974840
10E,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,57785,6973998
12F,Gabapentin,0408010G0,62305,6970458
06N,Simvastatin,0212000Y0,201351,6965284
15E,Docusate Sodium,0106020I0,88554,6949681
08G,Atorvastatin,0212000B0,205749,6944820
03W,Levothyroxine Sodium,0602010V0,195719,6944569
06H,Gliclazide,0601021M0,110383,6937232
10Q,Simvastatin,0212000Y0,218394,6932390
08T,Metformin Hydrochloride,0601022B0,82679,6917740
11A,Sertraline Hydrochloride,0403030Q0,174778,6907146
11A,Lansoprazole,0103050L0,175835,6903808
03K,Metformin Hydrochloride,0601022B0,86344,6901929
99E,Atorvastatin,0212000B0,179422,6897107
00D,Tramadol Hydrochloride,040702040,71781,6892048
03N,Bisoprolol Fumarate,0204000H0,263387,6887343
06T,Ramipril,0205051R0,241231,6883267
01A,Levothyroxine Sodium,0602010V0,194417,6881948
15M,Atenolol,0204000E0,182441,6877511
02F,Atorvastatin,0212000B0,192369,6869037
07H,Paracetamol,0407010H0,55585,6860704
01V,Paracetamol,0407010H0,50319,6854098
07M,Omeprazole,0103050P0,164956,6853477
04G,Sertraline Hydrochloride,0403030Q0,235755,6850161
03R,Bisoprolol Fumarate,0204000H0,199069,6848802
07X,Amlodipine,0206020A0,205411,6848022
99A,Simvastatin,0212000Y0,215626,6835004
01H,Amlodipine,0206020A0,215650,6823741
07J,Metformin Hydrochloride,0601022B0,93909,6816644
09D,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,61977,6816257
10Q,Aspirin,0209000A0,227103,6814051
05L,Aspirin,0209000A0,193121,6808910
07Q,Levothyroxine Sodium,0602010V0,127985,6807996
09E,Paracetamol,0407010H0,47500,6803143
99A,Bisoprolol Fumarate,0204000H0,219988,6797363
07R,Metformin Hydrochloride,0601022B0,52280,6792750
00K,Levothyroxine Sodium,0602010V0,181012,6786407
10E,Paracetamol,0407010H0,47616,6760094
03M,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,58466,6753694
11M,Gabapentin,0408010G0,72122,6748298
10Q,Lisinopril,0205051L0,176085,6740067
10K,Paracetamol,0407010H0,44604,6735123
00R,Omeprazole,0103050P0,196333,6732597
02R,Ramipril,0205051R0,189415,6732015
06K,Simvastatin,0212000Y0,249785,6731983
06T,Amlodipine,0206020A0,237695,6731251
10A,Paracetamol,0407010H0,50489,6723279
04D,Atorvastatin,0212000B0,260338,6717957
07P,Paracetamol,0407010H0,65070,6714480
05Y,Ramipril,0205051R0,153113,6708289
15F,Gliclazide,0601021M0,105225,6703549
07H,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,62978,6702892
07K,Omeprazole,0103050P0,192440,6681887
07M,Amlodipine,0206020A0,167037,6677460
00M,Gabapentin,0408010G0,70889,6676625
06Y,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,56395,6676181
07V,Omeprazole,0103050P0,157121,6670061
06H,Prednisolone,0603020T0,134027,6668299
05G,Atorvastatin,0212000B0,205681,6664751
06Y,Metformin Hydrochloride,0601022B0,89320,6659397
15E,Prednisolone,0603020T0,138450,6650700
08Y,Metformin Hydrochloride,0601022B0,67450,6647470
07K,Atorvastatin,0212000B0,243054,6642130
02X,Gabapentin,0408010G0,61097,6640546
07K,Levothyroxine Sodium,0602010V0,232309,6637302
10R,Paracetamol,0407010H0,52264,6631667
09E,Metformin Hydrochloride,0601022B0,61176,6627581
04C,Levothyroxine Sodium,0602010V0,191582,6625179
05L,Simvastatin,0212000Y0,178330,6604927
01W,Levothyroxine Sodium,0602010V0,179449,6600458
01D,Omeprazole,0103050P0,161439,6596861
05A,Gabapentin,0408010G0,66680,6592090
14L,Tramadol Hydrochloride,040702040,74450,6586667
99A,Sertraline Hydrochloride,0403030Q0,212879,6584402
01K,Amlodipine,0206020A0,199964,6577595
09X,Levothyroxine Sodium,0602010V0,126022,6575415
07T,Atorvastatin,0212000B0,163363,6572777
11A,Aspirin,0209000A0,175934,6572382
02X,Amitriptyline Hydrochloride,0403010B0,137185,6570772
06L,Amitriptyline Hydrochloride,0403010B0,125696,6567706
08E,Atorvastatin,0212000B0,184925,6565717
09W,Levothyroxine Sodium,0602010V0,170639,6565021
00D,Amlodipine,0206020A0,241145,6564591
12D,Atorvastatin,0212000B0,220496,6562900
02T,Atorvastatin,0212000B0,212110,6558376
15C,Codeine Phosphate,0407020C0,84949,6544149
08M,Paracetamol,0407010H0,69876,6542595
11J,Codeine Phosphate,0407020C0,78004,6541367
10R,Metformin Hydrochloride,0601022B0,63535,6538277
14L,Aspirin,0209000A0,230181,6536135
06L,Bisoprolol Fumarate,0204000H0,207519,6531466
11X,Tramadol Hydrochloride,040702040,66466,6531418
08H,Paracetamol,0407010H0,52703,6520038
06L,Gabapentin,0408010G0,59772,6519551
07V,Atorvastatin,0212000B0,186790,6518977
99C,Atorvastatin,0212000B0,241296,6518698
09P,Metformin Hydrochloride,0601022B0,74390,6514862
03Q,Omeprazole,0103050P0,168418,6504311
08W,Atorvastatin,0212000B0,164123,6486589
01A,Bisoprolol Fumarate,0204000H0,199447,6485116
03F,Levothyroxine Sodium,0602010V0,214125,6473935
13T,Amitriptyline Hydrochloride,0403010B0,165187,6472947
09G,Amitriptyline Hydrochloride,0403010B0,117408,6468846
00V,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,60462,6461240
02W,Metformin Hydrochloride,0601022B0,99323,6460981
00K,Gabapentin,0408010G0,67119,6458498
00L,Omeprazole,0103050P0,186244,6457833
99C,Codeine Phosphate,0407020C0,79658,6454857
06K,Aspirin,0209000A0,249678,6447377
01H,Omeprazole,0103050P0,172829,6443307
05R,Levothyroxine Sodium,0602010V0,190057,6433229
08K,Atorvastatin,0212000B0,237209,6430097
11J,Furosemide,0202020L0,174912,6422977
08M,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,70894,6420240
08A,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,61621,6419113
09Y,Amlodipine,0206020A0,137518,6409377
01G,Gabapentin,0408010G0,72104,6395551
99F,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,55099,6393070
03R,Amitriptyline Hydrochloride,0403010B0,127594,6392546
06V,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,51632,6391322
00L,Ramipril,0205051R0,206282,6389814
00L,Amlodipine,0206020A0,210475,6388978
03W,Ramipril,0205051R0,187120,6388579
15M,Clopidogrel,0209000C0,194671,6380361
99E,Lansoprazole,0103050L0,167033,6379864
01E,Paracetamol,0407010H0,49929,6379752
00K,Ramipril,0205051R0,182611,6377610
15C,Gliclazide,0601021M0,95206,6377129
03L,Ramipril,0205051R0,206317,6370419
02A,Omeprazole,0103050P0,180971,6369480
01K,Gabapentin,0408010G0,59803,6365807
03F,Ramipril,0205051R0,200807,6365027
04M,Paracetamol,0407010H0,40807,6364453
11X,Lansoprazole,0103050L0,161952,6356870
06M,Gabapentin,0408010G0,58319,6354223
07X,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,62349,6354166
11J,Bendroflumethiazide,0202010B0,164728,6354117
05Y,Levothyroxine Sodium,0602010V0,137157,6350904
05V,Paracetamol,0407010H0,45713,6347634
15E,Doxazosin Mesilate,0205040D0,111719,6344885
00M,Codeine Phosphate,0407020C0,71081,6342755
08E,Levothyroxine Sodium,0602010V0,157217,6334972
09P,Omeprazole,0103050P0,157048,6329329
09D,Levothyroxine Sodium,0602010V0,158308,6324691
01R,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,51676,6324605
09F,Metformin Hydrochloride,0601022B0,65735,6321461
09D,Metformin Hydrochloride,0601022B0,75233,6320551
05N,Amlodipine,0206020A0,174837,6318601
06K,Amitriptyline Hydrochloride,0403010B0,142658,6318144
03A,Levothyroxine Sodium,0602010V0,161110,6317528
99N,Gabapentin,0408010G0,57842,6313772
15N,Mirtazapine,0403040X0,258754,6312134
11J,Tramadol Hydrochloride,040702040,63377,6311456
00J,Gabapentin,0408010G0,67510,6309092
03T,Levothyroxine Sodium,0602010V0,223090,6308761
10Q,Apixaban,0208020Z0,124659,6306280
05R,Atorvastatin,0212000B0,205714,6305909
99D,Paracetamol,0407010H0,55637,6302644
00M,Amlodipine,0206020A0,204242,6300748
06F,Lansoprazole,0103050L0,188359,6299094
05L,Bisoprolol Fumarate,0204000H0,177485,6298614
07Q,Amlodipine,0206020A0,123995,6295373
10Q,Sertraline Hydrochloride,0403030Q0,183106,6294186
02T,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,53672,6291783
08N,Amlodipine,0206020A0,154622,6287152
12D,Omeprazole,0103050P0,182972,6286637
05L,Omeprazole,0103050P0,147243,6286565
06F,Bisoprolol Fumarate,0204000H0,192318,6276733
02N,Paracetamol,0407010H0,47344,6275972
05F,Metformin Hydrochloride,0601022B0,73678,6268724
00M,Tramadol Hydrochloride,040702040,62320,6268663
15E,Bendroflumethiazide,0202010B0,139578,6266862
11X,Codeine Phosphate,0407020C0,76281,6265889
09X,Metformin Hydrochloride,0601022B0,48500,6262122
